name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Camp Ottawa Adventure,At least 6 but less than 8,Alfred Taylor Rec Centre,76420,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/76420,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,81827,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Alfred Taylor Rec Centre,76437,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/76437,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,81844,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Alfred Taylor Rec Centre,76433,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/76433,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,81840,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Alfred Taylor Rec Centre,76434,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/76434,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,81841,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Alfred Taylor Rec Centre,76441,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/76441,26,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,81848,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74743,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74743,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,80150,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74746,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74746,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,80153,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74750,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74750,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,80157,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74753,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74753,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,80160,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74757,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74757,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,80164,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74758,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74758,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,80165,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74755,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74755,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,80162,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74761,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74761,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,80168,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Rideauview Cmty Centre,74763,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/74763,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,80170,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78891,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78891,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,84298,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78882,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78882,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,84289,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78901,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78901,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,84308,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78902,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78902,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,84309,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78905,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78905,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,84312,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Chapman Mills Cmty Building,78898,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/78898,26,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,84305,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81995,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81995,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87402,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81990,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81990,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87397,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81999,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81999,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87406,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81997,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81997,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87404,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82055,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82055,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87462,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82048,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82048,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87455,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82045,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82045,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87452,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82032,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82032,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,87439,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81944,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81944,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,87351,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81946,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81946,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87353,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81948,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81948,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87355,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81950,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81950,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87357,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,81974,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81974,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87381,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82059,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82059,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87466,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82064,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82064,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87471,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82066,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82066,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,87473,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82067,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82067,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87474,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82068,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82068,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87475,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Ron Kolbus Lakeside Centre,82073,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82073,30,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87480,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82482,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82482,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87889,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82488,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82488,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87895,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82480,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82480,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87887,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82468,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82468,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87875,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82471,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82471,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87878,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82474,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82474,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87881,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82460,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82460,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,87867,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Johnny Leroux Stittsville Cmty Arena,82462,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82462,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87869,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82385,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82385,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87792,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82389,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82389,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87796,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82393,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82393,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87800,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82397,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82397,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87804,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82403,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82403,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87810,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82407,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82407,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87814,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82408,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82408,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87815,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 12,Richmond Memorial Cmty Centre,82415,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/82415,20,"Age at least 6 yrs but less than 12 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87822,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Walter Baker Sports Centre,79972,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/79972,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,85379,"Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Sandy Hill Cmty Centre,81719,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/81719,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,87126,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 13,Eva James Memorial Cmty Centre,80723,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/80723,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,86130,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73067,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73067,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,78474,"Mon,Tue,Wed,Thu,Fri"
Camp Ottawa Adventure,At least 6 but less than 8,Greenboro Cmty Centre,73068,"Sports, games, crafts, special events and an out-trip (may include swimming). May include a weekly theme.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/camp-ottawa-adventure/73068,40,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,78475,"Mon,Tue,Wed,Thu,Fri"
