name,ages,location,id,desc,detail_url,total_open,age_description,time_range_landing_page,date_range_start,date_range_end,date_range,time_range,number,days_of_week
Skate and Swim,At least 6 but less than 8,Nepean Sportsplex,78565,"<div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/78565,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,83972,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71176,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/71176,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,76583,"Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71190,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/71190,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,76597,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71479,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/71479,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,76886,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 13,Ray Friel Rec Cplx,71278,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/71278,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,76685,"Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85012,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85012,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,90419,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85009,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85009,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,90416,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85010,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85010,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,90417,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85016,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85016,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,90423,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85003,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85003,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,90410,"Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85005,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85005,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,90412,"Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85006,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85006,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,90413,"Mon,Tue,Wed,Thu,Fri"
Skate and Swim,At least 6 but less than 11,CardelRec Cplx (Goulbourn),85007,"<div><div>Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Swim time throughout the week. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.</div></div><div><br></div><div><br></div><div><br></div><div><br></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skate-and-swim/85007,30,"Age at least 6 yrs but less than 11 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,90414,"Mon,Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79426,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79426,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,84833,"Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79427,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79427,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,84834,"Mon,Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79428,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79428,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,84835,"Mon,Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79429,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79429,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,84836,"Mon,Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79430,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79430,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,84837,"Mon,Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79431,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79431,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,84838,"Tue,Wed,Thu,Fri"
Skateboard Adventure and Swim,At least 6 but less than 13,McNabb Rec Centre,79432,"Learn the basics and work on skill progression. Daily skill lessons and free ride time. Techniques include flat ground, ramps, and rails. Bring your safety equipment. Skateboard helmet mandatory. Bike or hockey helmets not acceptable. Swimming and one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skateboard-adventure-and-swim/79432,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,84839,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79914,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/79914,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,85321,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Minto Rec Complex-Barrhaven,79916,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/79916,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,85323,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82420,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82420,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,87827,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82423,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82423,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,87830,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82424,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82424,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,87831,"Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82416,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82416,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,87823,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82413,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82413,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,87820,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82410,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82410,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,87817,"Mon,Tue,Wed,Thu,Fri"
Skating,At least 6 but less than 13,Jim Durrell Rec Centre,82398,"Children learn basic skating skills in a fun, small group setting. Participants are grouped according to their age and skill level. Skates and a CSA-certified hockey helmet are required for all skaters. A full cage is highly recommended.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/skating/82398,20,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,87805,"Mon,Tue,Wed,Thu,Fri"
Soccer Adventure,At least 6 but less than 13,Eva James Memorial Cmty Centre,74408,"Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure/74408,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,79815,"Mon,Tue,Wed,Thu,Fri"
Soccer Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75891,"Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure/75891,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,81298,"Mon,Tue,Wed,Thu,Fri"
Soccer Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75888,"Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure/75888,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,81295,"Mon,Tue,Wed,Thu,Fri"
Soccer Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75885,"Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure/75885,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,81292,"Tue,Wed,Thu,Fri"
Soccer Adventure,At least 6 but less than 13,Routhier Cmty Centre,84853,"Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure/84853,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,90260,"Tue,Wed,Thu,Fri"
Soccer Adventure and Swim,At least 6 but less than 8,Nepean Sportsplex,79987,"<div><div>Soccer fundamentals, including dribbling, passing, shooting, ball control, goal keeping, heading and strategies. Camp activities each day. Swimming and an out-trip throughout the week.</div></div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/soccer-adventure-and-swim/79987,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,85394,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 13,Eva James Memorial Cmty Centre,74420,"Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/74420,32,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,79827,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75886,"Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/75886,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,81293,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 13,South Fallingbrook Cmty Centre,75889,"Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/75889,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,81296,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 13,Blackburn Hamlet Cmty Hall,75857,"Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/75857,24,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,81264,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 8,Nepean Sportsplex,79696,"<div>Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/79696,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,85103,"Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 8,Nepean Sportsplex,79705,"<div>Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/79705,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-19,2024-08-23,19 August 2024 to 23 August 2024,8:00 AM - 5:00 PM,85112,"Mon,Tue,Wed,Thu,Fri"
Sports Adventure,At least 6 but less than 8,Nepean Sportsplex,79691,"<div>Skills, drills and strategies. Enjoy action-packed days full of your favorite sports. Camp activities each day with one out-trip during the week.</div>",https://ca.apm.activecommunities.com/ottawa/Activity_Search/sports-adventure/79691,24,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,85098,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75397,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75397,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-02,2024-07-05,2 July 2024 to 5 July 2024,8:00 AM - 5:00 PM,80804,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75486,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75486,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-08,2024-07-12,8 July 2024 to 12 July 2024,8:00 AM - 5:00 PM,80893,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75483,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75483,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,80890,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75489,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75489,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,80896,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75497,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75497,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-08-12,2024-08-16,12 August 2024 to 16 August 2024,8:00 AM - 5:00 PM,80904,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75493,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75493,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,80900,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 13,Brewer Pool,75494,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75494,30,"Age at least 6 yrs but less than 13 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,80901,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75711,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75711,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-26,2024-08-30,26 August 2024 to 30 August 2024,8:00 AM - 5:00 PM,81118,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75703,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75703,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-15,2024-07-19,15 July 2024 to 19 July 2024,8:00 AM - 5:00 PM,81110,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75704,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75704,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-22,2024-07-26,22 July 2024 to 26 July 2024,8:00 AM - 5:00 PM,81111,"Mon,Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75696,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75696,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-08-06,2024-08-09,6 August 2024 to 9 August 2024,8:00 AM - 5:00 PM,81103,"Tue,Wed,Thu,Fri"
Swim Explorer,At least 6 but less than 8,Earl Armstrong Arena,75706,Improve your skills and strokes with daily lessons from the Swim City Program and leisure swim time. Camp activities each day.,https://ca.apm.activecommunities.com/ottawa/Activity_Search/swim-explorer/75706,16,"Age at least 6 yrs but less than 8 yrs,",8:00 AM - 5:00 PM,2024-07-29,2024-08-02,29 July 2024 to 2 August 2024,8:00 AM - 5:00 PM,81113,"Mon,Tue,Wed,Thu,Fri"
